name,5,4,3,2,1,total
Smart Watch for Android iOS Phones Compatible with iPhone Samsung LG HCHLQL 1.75 Inch Touchscreen Fitness Tracker Bluetooth Smartwatch with Call/SMS/Heart Rate/Pedometer for Men Women Kid (Black),36%,5%,13%,12%,34%,137
Timex Metropolitan R AMOLED Smartwatch with GPS & Heart Rate 42mm – Black with Brown Leather & Silicone Strap,69%,14%,4%,7%,6%,124
Fitniv Smart Watch 1.4 Inch LCD Color Touch Screen Smartwatch for Men Women Heart Rate Monitor & SpO2 IP68 Waterproof Fitness Tracker Pedometer for Android and iOS Phones,58%,12%,14%,4%,12%,61
Smart Watch for Womensuinsist smartwatch for Android and iOS Phones (Receive/Make Calls10 Sport Modes80+ Faces) Fitness Tracker with Sleep HR MonitoringSMS ReminderIP67 Waterproof Gold,45%,18%,11%,7%,20%,184
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Recoppa Compatible for Apple Watch Case 45mm Series 7 Shockproof Ultra-Thin Hard PC Bumper Case All-Around Edge Protective Cover Frame[NO Screen Protector] for iWatch Accessories Silver,72%,16%,5%,2%,5%,53
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,660
Smart Watch Hongmed Sports Fitness Tracker for Android Phones iPhone Compatible Smartwatch with Heart Rate Sleep Swimming Tracking Waterproof Activity Tracker with Compass for Men Women Black,50%,26%,12%,12%,0%,13
Paw Patrol Touchscreen Interactive Smart Watch (Model: PAW4275AZ),73%,15%,6%,2%,4%,752
Towond Smart Watch for iPhone/Android Phones - IP68 Waterproof Fitness Tracker with Heart Rate Monitor Fitness Tracking & Counter Sleep Monitor Sport Smart Watches for Women and Men-Black,58%,11%,0%,13%,18%,20
"Smart Watch for Men and Women 1.69"" DIY Watch Face Fitness Tracker IP68 Waterproof Fitness Watch with Heart Rate and Sleep Monitor Calorie Step Counter Activity Tracker for Android iOS (Purple)",67%,15%,5%,4%,9%,226
Smart Watch for Men Fitness Tracker: IP68 Waterproof Smartwatch for Android iOS Phone Sport Running Digital Watches with Heart Rate Blood Pressure Sleep Monitor Step Counter 46.5mm Round Touch Screen,63%,0%,0%,37%,0%,3
HUAWEI Watch GT 2 2019 Bluetooth SmartWatch Longer Lasting 2 Weeks Battery Life Waterproof Compatible with iPhone and Android 46mm No Warranty International Version (Sunset Orange) (Renewed),62%,19%,19%,0%,0%,6
Fitbit Versa Lite Smartwatch Charcoal/Silver Aluminum One Size (S & L Bands Included),73%,11%,6%,3%,7%,3594
"Smart Watch 2021 for Men Women Fitness Watch 1.69"" Touch Screen Smartwatch Pedometer Watch with Heart Rate and Sleep Monitor IP67 Waterproof Sport Watch Activity Tracker for iOS and Android",50%,18%,12%,9%,12%,855
"TECCER Smart Watch for Android iOS Phones 1.78"" Smartwatch Supports Bluetooth Call Fitness Tracker with Heart Rate Sleep Monitor Blood Oxygen IP68 Waterproof Sports Smart Watch for Men Women",44%,17%,17%,5%,17%,38
Kimnix Smart Watch 1.72 in HD Full Touch Screen Smartwatch Pink Fitness Tracker with Call/Text/Heart Rate/Blood Pressure/Sleep Step Tracking Fitness Watch for Android & iOS Women Man,55%,9%,14%,7%,15%,246
iFuntecky Smart WatchSmartwatch for Android PhonesSmart Watches Touchscreen with Camera Bluetooth Watch Cell Phone with Sim Card Slot Compatible Samsung iOS Phone 12 12 Pro 11 10 Men Women,88%,0%,0%,0%,12%,20
Fossil Women's Charter Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,69%,13%,8%,4%,6%,946
Amazfit T-Rex Smart Watch with GPS Military Outdoor Sports Watch for Men20-Day Battery Life 1.3'' AMOLED Display5 ATM Water Resistant 14-Sports Modes Heart Rate Sleep Monitor Khaki,69%,17%,6%,3%,5%,3420
Bluetooth Call Smartwatch for Women Fitness Tracker Watch with Heart Rate and Sleep Monitor IP67 Waterproof Activity Tracker Pedometer Watches Compatible with iPhone Android Phones (Pink),46%,15%,13%,6%,19%,349
PlayZoom 2 Kids Smartwatch - Video Camera Selfies STEM Learning Educational Fun Games MP3 Music Player Audio Books Touch Screen Sports Digital Watch Gift for Kids Toddlers Boys Girls Fun Prints,46%,25%,12%,0%,17%,40
Pradory Smart WatchFitness Watch Activity Tracker with Heart Rate Blood Pressure Monitor IP67 Waterproof Bluetooth Smartwatch Touch Screen Sports Tracker Watch for Android iOS Phones Men Women Black,69%,15%,6%,3%,7%,1023
COLMI Smart Watch for iPhone Andriod2021 New Upgraded Smartwatch for Men with Sleep Tracker and Message Reminder Waterproof Fitness Tracker with Heart Rate and Blood Pressure Monitor,51%,19%,9%,9%,12%,85
Garmin Venu Sq Music GPS Smartwatch with Bright Touchscreen Display Features Music and Up to 6 Days of Battery Life Slate and Moss Green,72%,14%,6%,4%,4%,3467
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
CanMixs Smart Watch for Android Phones iOS Waterproof Smart Watches for Women Men Sports Digital Watch Fitness Tracker Heart Rate Blood Oxygen Sleep Monitor Touch Screen Compatible Samsung iPhone,56%,16%,11%,6%,12%,6312
Smart Watch HolaDream HD Touch Screen Smartwatch Fitness Activity Tracker for Android & iOS Compatible 5ATM Waterproof Heart Rate/Sleep/Calorie/Blood Oxygen Monitor Pedometer for Man Woman,39%,28%,17%,17%,0%,10
Accutime Touchscreen Interactive Smart Watch,76%,10%,7%,4%,4%,818
Fossil Women's Charter Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,69%,13%,8%,4%,6%,946
Pokémon Touchscreen Interactive Smart Watch,71%,15%,8%,3%,4%,552
Padgene Bluetooth SmartwatchTouchscreen Wrist Smart Phone Watch Sports Fitness Tracker with SIM SD Card Slot Camera Pedometer Compatible with Android Smartphone for Kids Men Women,40%,13%,13%,9%,25%,1724
Samsung Galaxy Watch 3 Stainless Steel (41mm) SpO2 Oxygen Sleep GPS Sports + Fitness Smartwatch IP68 Water Resistant International Model - No S Pay SM-R850 (Fast Charge Cube Bundle Silver),73%,12%,2%,3%,10%,161
Movado Connect 2.0 Unisex Powered with Wear OS by Google Stainless Steel and Black Leather Smartwatch Color: Black (Model: 3660028),66%,8%,13%,5%,8%,96
Smart Watch Men Women Kids Smartwatch for Android and iPhone Compatible Samsung 1.7-inch IP68 Swimming Waterproof Activity Tracker GPS Sports Fitness Tracker with Heart Rate Monitor Blood Oxygen,69%,31%,0%,0%,0%,10
"Smart Watch 2021 for Men Women Fitness Watch 1.69"" Touch Screen Smartwatch Pedometer Watch with Heart Rate and Sleep Monitor IP67 Waterproof Sport Watch Activity Tracker for iOS and Android",50%,18%,12%,9%,12%,855
Wellue Oxylink Wireless Wearable Health Monitor Bluetooth Pulse Meter with Audio Reminder in Free App - Rechargeable Wearable O2 Monitor,57%,15%,13%,6%,9%,73
IOWODO Smart Watch Fitness Tracker 1.55'' HD Touch Screen with Heart Rate Monitor & Sleep Tracking 5ATM Waterproof Pedometer Smartwatch for Men Women Compatible with iPhone Android Phones,60%,18%,10%,4%,8%,1855
GOKOO Smart Watch Fitness Tracker with Heart Rate Monitor Sleep Monitor Full Touch Screen IP68 Waterproof Sport Smartwatches Bluetooth Smart Watch for Women Men Compatible with iPhone Andriod,50%,22%,9%,7%,12%,124
Fitbit Ionic Watch,64%,12%,6%,5%,13%,11831
"1.65"" Large HD Display Smart Watch Vastking FIT M3 Fitness Tracker with Blood Oxygen & Heart Rate Monitor 7+ Days Battery IP68 Waterproof Cardio Watch for Men and Women Pink",64%,17%,12%,0%,7%,19
Samsung Galaxy Tab 4 10.1in 16gb WiFi Black (Renewed),60%,13%,11%,5%,12%,863
SAMSUNG Galaxy Watch Active2 (Silicon Strap + Aluminum Bezel) Bluetooth - International (Aqua Black R820-44mm),80%,10%,4%,1%,5%,3171
Fossil Men's Neutra Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,70%,15%,5%,3%,7%,190
TouchElex Smart Watch for Android Phones and iOS Compatible iPhone Samsung Men Women HD Screen Oxygen Monitor Heart Rate Monitor IP68 Waterproof Smartwatch Fitness Tracker Fitness Watch,53%,18%,10%,5%,13%,143
IOWODO X5 Smart Watch for Men - Custom Watch Face Weather Heart Rate & Sleep Monitor / Fitness Watch with Stopwatch Pedometer Calorie / Smart Watch for Android Phones & iOS Phones (2 Bands),56%,18%,10%,6%,10%,560
Amazfit GTS 2 Mini Smart Watch GPS Fitness Tracker for Men Women Alexa Built-in 14 Days Battery Life 70+ Sports Modes Blood Oxygen Heart Rate Sleep Monitor AMOLED Screen 5 ATM Waterproof-Black,61%,19%,9%,4%,7%,6893
Smart Watch for Men Women 2021 Smartwatch for Android iOS Phones Fitness Tracker Heart Rate Blood Pressure Blood Oxygen Sleep Monitor Fitness Watch with Full Touch Screen Compatible iPhone Samsung,52%,28%,0%,0%,20%,21
Smart Watch for WomenMAXTOP Fitness Watch with Blood Pressure Heart Rate Monitor Sleep TrackerWaterproof Smartwatch Compatible with iPhone Android Phones Activity Tracker with Leather Strap (Pink),57%,15%,7%,13%,7%,72
Fairey Smart Watch with Call and Siri(Receive/Make Call) 1.69''Full Touch Screen Fitness Tracker with Body Temperature Heart Rate Blood Sleep Monitor for Men Women Android iOS Samsung Phones,32%,20%,14%,14%,20%,19
ZKCREATION Smart Watch Heart Rate Monitoring Fitness Tracker with Sleep Monitoring Blood Pressure Stopwatch Pedometer Sport Watch for Men & Women Compatible with Android and iOS,56%,19%,9%,7%,9%,1227
SAMSUNG SM-R805UZSAXAR Galaxy Watch Smartwatch 46mm Stainless Steel LTE GSM (Unlocked) Silver (Renewed),74%,12%,4%,3%,7%,1304
Marvel Avenger Touchscreen Interactive Smart Watch (Model: AVG4597AZ),75%,16%,3%,3%,4%,239
(Refurbished) Apple Watch Series 5 (GPS + Cellular 40MM) - Space Gray Aluminum Case with Black Sport Band,79%,8%,3%,1%,8%,3383
Citizen CZ Smart Stainless Steel Smartwatch Touchscreen Heartrate GPS Speaker Bluetooth Notifications iPhone and Android Compatible Powered by Google Wear OS,55%,13%,9%,11%,12%,280
DOMEZAN Smart Watch For Android and iOS Phones1.69-Inch Touch Screen8.8mm Ultra-Thin Body Fitness Tracker With Heart Rate Sleep Monitor Ip68 Swimming Waterproof Smartwatches For Men Women,51%,18%,8%,3%,19%,59
"Gydom Smart Watch for Android iOS Phones1.69"" Fitness Tracker Watch Blood Oxygen Heart Rate Sleep Monitor Pedometer 5ATM Waterproof Smart Notification Weather Music Control Watch Gifts for Women Men",100%,0%,0%,0%,0%,2
Smart Watch for Women Compatible with Android iOS PhonesYIHANXLH Luxury Lady Smart Watch with Heart Rate MonitorSleep MonitorMenstrual PeriodIP68 Waterproof Fitness TrackerGift for Her,75%,0%,25%,0%,0%,9
FirYawee Smart Watch for Android Phones Compatible with iPhone Samsung Fitness Watch with Heart Rate Monitor and Sleep Monitor Step/Distance/Calorie Counter Smart Watch for Men Women,57%,19%,9%,7%,8%,248
"Smart Watch for Women Girl 1.69"" Touch Screen Fitness Tracker Watch IP68 Waterproof Smartwatch with Heart Rate Blood Pressure Oxygen Sleep Monitor Step Counter Sport Running Watch for Android Phone",62%,26%,11%,0%,0%,12
Fossil Women's Jacqueline Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,64%,12%,9%,4%,12%,422
Smart Watch Built-in Bluetooth Earbuds SpeakerDesong 3 in 1 Round Fitness Tracker WatchSpeakerRecording Calling Body ThermometerBlood Heart Rate MonitorSports Smart Wristband Long Time Standby,53%,23%,0%,0%,24%,6
Eurans Smart Watch Compatible with iPhone and Android Phones Fitness Watch with Heart Rate & Sleep Monitor Smartwatch with SpO2 5ATM Waterproof Fitness Tracker for Women Men-Light Green,50%,0%,0%,50%,0%,2
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
Smart Watches for Women/Men Fitness: 1.28 Inch Full Touch Screen Activity Tracker Watch Compatible with iOS/Android IP68 Waterproof Watch for Swimming Heart Rate Monitor & Blood Oxygen (Black),56%,15%,5%,11%,13%,62
Fossil Women's Scarlette Mini Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,72%,0%,0%,0%,28%,4
SUPCASE [Unicorn Beetle Pro] Series Case for Galaxy Watch 4 [44mm] 2021 Release Rugged Protective Case with Strap Bands,56%,16%,14%,0%,14%,9
UMIDIGI Smart Watch for Android Phones Compatible with Samsung iPhone Sleep Tracker Waterproof Smartwatch with Heart Rate Monitor Fitness Tracker for Women and Men-Uwatch 2S,57%,18%,10%,5%,9%,5934
"Kimnix Smart Watch1.72"" HD Full Touch Screen Larger Battery Life Fitness TrackerAnswer Call/Text/Heart Rate/Blood Pressure/Health Bracelet and Sleep Monitor Smartwatch for Android & iOS Men Women",46%,16%,12%,6%,20%,458
SAMSUNG Gear Sport Smartwatch (Bluetooth) Black SM-R600NZKAXAR – US Version with Warranty,70%,12%,6%,4%,8%,2053
Samsung Galaxy Watch 3 Stainless Steel (41mm) SpO2 Oxygen Sleep GPS Sports + Fitness Smartwatch IP68 Water Resistant International Model SM-R850 (Fast Charge Cube Bundle Mystic Silver) (Renewed),81%,9%,0%,0%,10%,15
VEYKY Smart Watch for Women Men Fitness Activity Tracker Blood Pressure Blood Oxygen Sleep Monitor with Heart Rate Monitor 1.4 Full Touch Screen Smartwatch Compatible with iPhone Android Phones,66%,14%,8%,6%,7%,97
Kids Smart Watch for Boys Girls – Kids Smartwatch with Call SOS 14 Games Camera Video Player Music Player Torch Light Calculator 12/24 hr Touch Screen Children Smart Watch for Kids Age 4-12 (Blue),52%,16%,13%,6%,13%,836
CanMixs Smart Watch for Android Phones iOS Waterproof Smart Watches for Women Men Sports Digital Watch Fitness Tracker Heart Rate Blood Oxygen Sleep Monitor Touch Screen Compatible Samsung iPhone,56%,16%,11%,6%,12%,6312
Smart Watch AGPTEK Smartwatch for Men Women IP68 Waterproof Activity Tracker with Full Touch Color Screen Heart Rate Monitor Pedometer Sleep Monitor for Android and iOS Phones Black LW11,61%,16%,10%,5%,8%,17758
Kids Smart Watch Smart Watch for Kids Ages 4-12 Years Kids Smartwatch with Calling 14 Learning Games Dual Camera Video Music Alarm Flashlight Children Birthday (Blue),100%,0%,0%,0%,0%,16
Sonic the Hedgehog Touchscreen Interactive Smart Watch,75%,13%,7%,2%,3%,4791
Disney Toy Story Touchscreen Interactive Smart Watch (Model: TYM4103AZ),100%,0%,0%,0%,0%,1
Spider Man Touchscreen Interactive Smart Watch (Model: SPD4667AZ),70%,13%,7%,6%,3%,98
PTHTECHUS Smart Watch for Kids - Boys Girls Smartwatch with 2 Way Phone Calls SOS Games Music MP3 Player HD Selfie Camera Calculator Alarm Timer 12/24 Hours for 4-15 Years Old Students,37%,39%,12%,3%,9%,47
Smart Watch for Men Women IP68 Waterproof Fitness Tracker with 1.32 inch Touch Screen Heart Rate Blood Oxygen Sleep Monitor Smart Watches for Android and iOS Phones (Gold),100%,0%,0%,0%,0%,1
Timex Metropolitan R AMOLED Smartwatch with GPS & Heart Rate 42mm – Rose Gold-Tone with Blush Silicone Strap,51%,25%,14%,4%,6%,28
Apple Watch SE (GPS 40mm) - Gold Aluminum Case with Pink Sand Sport Band (Renewed),92%,4%,2%,0%,3%,113
Garmin Venu Sq Music GPS Smartwatch with Bright Touchscreen Display Features Music and Up to 6 Days of Battery Life Rose Gold with Tan Band,72%,14%,6%,4%,4%,3467
"Smart Watch 2021 for Men Women Fitness Tracker 1.69"" Touch Screen Smartwatch Fitness Watch IP68 Waterproof 24 Sports Heart Rate Monitor/Pedometer/Sleep Monitor Activity Tracker for Android iPhone",51%,16%,14%,5%,14%,352
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Smart Watch for Men Women Make/Answer Call Fitness Tracker with Heart Rate Monitor/Blood Pressure/Sleep Monitor/Pedometer/Message Reminder/Music Control Smartwatch for Android and iOS Phones Black,45%,17%,13%,10%,15%,135
Accutime Touchscreen Interactive Smart Watch (Model: LOL4320OMGAZ),76%,12%,5%,2%,5%,205
Smart Watch 30 Hours Waterproof Fitness Tracker Heart Rate Monitoring Sports Digital Watch Smartwatch for Men and Women Kids Compatible with Android and iOS Phones Multil-Language (Pink),50%,50%,0%,0%,0%,2
Alpina Men's Fiber Glass Swiss Quartz Smart Watch with Rubber Strap Orange 22 (Model: AL-283LBO5AQ6),60%,0%,0%,0%,40%,3
Smart Watch for Men Make and Receive Bluetooth Calls Activity Fitness Tracker Heart Rate Music Player Business Smartwatch Sleep Monitor IP68 Waterproof for Android iOS Phones Compatible iPhone Samsung,43%,22%,19%,6%,10%,82
"KOSPET Optimus 2 Android Smartwatch1.6"" 4G LTE Phone Watch with Blood Oxygen Heart Rate Sleep Monitoring13MP Rotatable Camera and Flashlight4GB+64GB Face Unclok Andriod Smart Watch for Men…",52%,12%,14%,6%,16%,888
"Rinsmola Smart Watch for Android Phones/iOS Fitness Tracker 1.4"" Touch Screen Smartwatch with Heart Rate/Sleep Monitor Pedometer IP67 Waterproof Fitness Watch Activity Tracker for Men Women Blue",31%,19%,19%,0%,31%,7
Cosmo JrTrack 2 Kids Smartwatch | Purple | 4G Voice Calling | Text Voice & Image Messaging | Enhanced GPS | Blocks Unknown Callers | SIM Card Included,39%,17%,11%,7%,26%,486
Kids Smart Watch for Boys GirlsChild Smartwatches with 16 Games Music Player Camera Alarm Clock Calculator 12/24 hr Touch Screen for Kids Age 4-12 Birthday Educational Learning Toys,71%,7%,4%,7%,10%,89
Smart Watch 1.3” Full Touch Screen Bluetooth Smartwatch for Men Women IP68 Waterproof Fitness Tracker with 10 Sport Modes Blood Oxygen Heart Rate Sleep Monitor Pedometer for Android iOS (Black),51%,33%,6%,10%,0%,25
"Smart Watch 1.7"" Smartwatch for Android and iOS Phones Fitness Tracker with with Full Touch Color Screen Heart Rate and Sleep Monitor Pedometer IP68 Waterproof Smart Watch for Women Men",67%,11%,10%,4%,8%,133
Timex Metropolitan R AMOLED Smartwatch with GPS & Heart Rate 42mm – Rose Gold-Tone with Blush Silicone Strap,51%,25%,14%,4%,6%,28
BAUISAN Smart Watch for Kids - Kids Watch for Boys Girls Touch Screen 17 Games Dual Cameras Music Video Player Alarms Calculator Calendar Children Toys Birthday Gifts for 4-12 Years (Pink),61%,18%,10%,0%,11%,13
Minecraft Touchscreen Interactive Smart Watch (Model: MIN4045AZ),70%,15%,8%,3%,4%,525
Kids Smart Watch Phone IP67 Waterproof Smartwatch Boys Girls with Touch Screen 5 Games Camera Alarm SOS Call Phone Watch Digital Wrist Watch for 3-13 Years Children Birthday Gift (Pink),53%,0%,10%,16%,21%,16
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Emporio Armani Smartwatch 3 Powered with Wear OS by Google with Speaker Heart Rate GPS NFC and Smartphone Notifications,65%,12%,10%,1%,12%,215
